premio,empresa,codigo projeto,tipo do premio,premio estudante 1,premio estudante 2,premio estudante 3,premio orientador,premio coorientador,premio escola,premio local de pesquisa,ano
ASU Walton Sustainability Solution Initiatives,Arizona State University - Rob and Melani Walton Sustainability Solutions Initiatives,HUM088,Projeto,0,0,0,0,0,0,0,2015
ASU Walton Sustainability Solution Initiatives,Arizona State University - Rob and Melani Walton Sustainability Solutions Initiatives,AGR120,Projeto,0,0,0,0,0,0,0,2015
ASU Walton Sustainability Solution Initiatives,Arizona State University - Rob and Melani Walton Sustainability Solutions Initiatives,HUM099,Projeto,0,0,0,0,0,0,0,2015
Prêmio Marinha do Brasil -2o. Lugar em Mentalidade Marítima,Centro de Coordenação de Estudos da Marinha em São Paulo,ENG072,Projeto,0,0,0,0,0,0,0,2015
Intel Excellence in Computer Science,Intel Excellence in Computer Science,EXA290,Projeto,0,0,0,0,0,0,0,2015
Prêmio Marinha do Brasil -3o. Lugar em Mentalidade Marítima,Centro de Coordenação de Estudos da Marinha em São Paulo,ENG073,Projeto,0,0,0,0,0,0,0,2015
Menção Honrosa UNESCO,UNESCO,HUM112,Projeto,0,0,0,0,0,0,0,2015
Menção Honrosa UNESCO,UNESCO,BIO153,Projeto,0,0,0,0,0,0,0,2015
Menção Honrosa UNESCO,UNESCO,HUM109,Projeto,0,0,0,0,0,0,0,2015
"Most Challenging, original, thorough and Creative Investigation of a Problem Involving Mathematics",MU Alpha Theta,HUM112,Projeto,0,0,0,0,0,0,0,2015
"Most Outstanding Eleventh Grade Exhibit in Computer Science, Engineering, Physics or Chemistry",Yale Science and Engineering Association,EXA267,Projeto,0,0,0,0,0,0,0,2015
Most Outstanding Exhibit in Material Science,ASM Materials Education Foundation,BIO193,Projeto,0,0,0,0,0,0,0,2015
Most Outstanding Exhibit in Material Science,ASM Materials Education Foundation,EXA271,Projeto,0,0,0,0,0,0,0,2015
Outstanding Achievement for Ability and Creativity in an Atmospheric Science Exhibit,American Meteorological Society,BIO171,Projeto,0,0,0,0,0,0,0,2015
Outstanding Achievement for Ability and Creativity in an Atmospheric Science Exhibit,American Meteorological Society,EXA264,Projeto,0,0,0,0,0,0,0,2015
Outstanding Achievement for Ability and Creativity in an Atmospheric Science Exhibit,American Meteorological Society,EXA260,Projeto,0,0,0,0,0,0,0,2015
Outstanding Achievement for Ability and Creativity in an Atmospheric Science Exhibit,American Meteorological Society,BIO173,Projeto,0,0,0,0,0,0,0,2015
Outstanding for Behavioral Sciences,American Psychological Association,HUM107,Projeto,0,0,0,0,0,0,0,2015
Prêmio Agencia USP de Inovação,Agência USP de Inovação,EXA282,Projeto,0,0,0,0,0,0,0,2015
Prêmio Agencia USP de Inovação,Agência USP de Inovação,EXA280,Projeto,0,0,0,0,0,0,0,2015
Prêmio Agencia USP de Inovação,Agência USP de Inovação,ENG076,Projeto,0,0,0,0,0,0,0,2015
Prêmio Agencia USP de Inovação,Agência USP de Inovação,ENG059,Projeto,0,0,0,0,0,0,0,2015
Prêmio Agencia USP de Inovação,Agência USP de Inovação,AGR151,Projeto,0,0,0,0,0,0,0,2015
Prêmio Centro Estadual de Educação Tecnológica Paula Souza,Centro Paula Souza,ENG020,Projeto,0,0,0,0,0,0,0,2015
Prêmio Centro Estadual de Educação Tecnológica Paula Souza,Centro Paula Souza,BIO192,Projeto,0,0,0,0,0,0,0,2015
Prêmio Centro Estadual de Educação Tecnológica Paula Souza,Centro Paula Souza,BIO156,Projeto,0,0,0,0,0,0,0,2015
Prêmio EDUSP,Editora da Universidade de São Paulo - EDUSP,EXA258,Projeto,0,0,0,0,0,0,0,2015
Prêmio EDUSP,Editora da Universidade de São Paulo - EDUSP,ENG061,Projeto,0,0,0,0,0,0,0,2015
Prêmio EDUSP,Editora da Universidade de São Paulo - EDUSP,HUM090,Projeto,0,0,0,0,0,0,0,2015
Prêmio EDUSP,Editora da Universidade de São Paulo - EDUSP,ENG060,Projeto,0,0,0,0,0,0,0,2015
Prêmio EDUSP,Editora da Universidade de São Paulo - EDUSP,ENG062,Projeto,0,0,0,0,0,0,0,2015
Prêmio EDUSP,Editora da Universidade de São Paulo - EDUSP,ENG063,Projeto,0,0,0,0,0,0,0,2015
Prêmio EDUSP,Editora da Universidade de São Paulo - EDUSP,EXA266,Projeto,0,0,0,0,0,0,0,2015
Premio ABRITEC - Destaque em Incentivo a Tecnologia e a Ciência,ABRITEC - Associação Brasileira de Incentivo à Tecnologia e Ciência,EXA283,Projeto,0,0,0,0,0,0,0,2015
Premio ABRITEC - Destaque em Incentivo a Tecnologia e a Ciência,ABRITEC - Associação Brasileira de Incentivo à Tecnologia e Ciência,BIO157,Projeto,0,0,0,0,0,0,0,2015
Premio ABRITEC - Destaque em Incentivo a Tecnologia e a Ciência,ABRITEC - Associação Brasileira de Incentivo à Tecnologia e Ciência,SAU229,Projeto,0,0,0,0,0,0,0,2015
Premio ABRITEC - Destaque em Incentivo a Tecnologia e a Ciência,ABRITEC - Associação Brasileira de Incentivo à Tecnologia e Ciência,AGR150,Projeto,0,0,0,0,0,0,0,2015
Premio ABRITEC - Destaque em Incentivo a Tecnologia e a Ciência,ABRITEC - Associação Brasileira de Incentivo à Tecnologia e Ciência,SOC209,Projeto,0,0,0,0,0,0,0,2015
Premio ABRITEC - Destaque em Incentivo a Tecnologia e a Ciência,ABRITEC - Associação Brasileira de Incentivo à Tecnologia e Ciência,HUM109,Projeto,0,0,0,0,0,0,0,2015
Premio ABRITEC - Destaque em Incentivo a Tecnologia e a Ciência,ABRITEC - Associação Brasileira de Incentivo à Tecnologia e Ciência,ENG044,Projeto,0,0,0,0,0,0,0,2015
Prêmio ABRITEC - MCL (Mostra Científica Latino Americana),ABRITEC - Associação Brasileira de Incentivo à Tecnologia e Ciência,EXA295,Projeto,0,0,0,0,0,0,0,2015
Prêmio ABRITEC - MCL (Mostra Científica Latino Americana),ABRITEC - Associação Brasileira de Incentivo à Tecnologia e Ciência,ENG076,Projeto,0,0,0,0,0,0,0,2015
Excelência em Ciências,Associação de Amigos do Instituto Weizmann do Brasil,EXA272,Participantes,1,0,0,0,0,0,0,2015
Prêmio Marinha do Brasil -1o. Lugar em Mentalidade Marítima,Centro de Coordenação de Estudos da Marinha em São Paulo,ENG071,Projeto,0,0,0,0,0,0,0,2015
Prêmio Marília Chaves Peixoto,PoliGen - Grupo de Estudos de Gênero da Poli-USP,EXA266,Projeto,0,0,0,0,0,0,0,2015
Prêmio Marília Chaves Peixoto,PoliGen - Grupo de Estudos de Gênero da Poli-USP,EXA280,Projeto,0,0,0,0,0,0,0,2015
Prêmio Space Camp 2016,Space Camp,EXA293,Projeto,0,0,0,0,0,0,0,2015
Prêmio Revista ECO 21,Revista ECO 21,ENG066,Projeto,0,0,0,0,0,0,0,2015
Prêmio Revista ECO 21,Revista ECO 21,BIO180,Projeto,0,0,0,0,0,0,0,2015
Prêmio Revista INCIÊNCIA,Revista INCIÊNCIA,SOC212,Projeto,0,0,0,0,0,0,0,2015
Prêmio Revista INCIÊNCIA,Revista INCIÊNCIA,AGR130,Projeto,0,0,0,0,0,0,0,2015
Prêmio Revista INCIÊNCIA,Revista INCIÊNCIA,ENG024,Projeto,0,0,0,0,0,0,0,2015
Prêmio Revista INCIÊNCIA,Revista INCIÊNCIA,AGR138,Projeto,0,0,0,0,0,0,0,2015
Prêmio Revista INCIÊNCIA,Revista INCIÊNCIA,AGR134,Projeto,0,0,0,0,0,0,0,2015
Prêmio Sociedade Brasileira de Microbiologia,Sociedade Brasileira de Microbiologia,BIO196,Projeto,0,0,0,0,0,0,0,2015
Prêmio Sociedade Brasileira de Microbiologia,Sociedade Brasileira de Microbiologia,BIO191,Projeto,0,0,0,0,0,0,0,2015
Prêmio Sociedade Brasileira de Microbiologia,Sociedade Brasileira de Microbiologia,BIO188,Projeto,0,0,0,0,0,0,0,2015
Prêmio Sociedade Brasileira de Microbiologia,Sociedade Brasileira de Microbiologia,BIO193,Projeto,0,0,0,0,0,0,0,2015
Prêmio Sociedade Brasileira de Microbiologia,Sociedade Brasileira de Microbiologia,BIO194,Projeto,0,0,0,0,0,0,0,2015
Prêmio Sociedade Brasileira de Microbiologia,Sociedade Brasileira de Microbiologia,BIO197,Projeto,0,0,0,0,0,0,0,2015
Prêmio Sociedade Brasileira de Microbiologia,Sociedade Brasileira de Microbiologia,BIO190,Projeto,0,0,0,0,0,0,0,2015
Prêmio Sociedade Brasileira de Microbiologia,Sociedade Brasileira de Microbiologia,BIO195,Projeto,0,0,0,0,0,0,0,2015
Prêmio Sociedade Brasileira de Microbiologia,Sociedade Brasileira de Microbiologia,BIO192,Projeto,0,0,0,0,0,0,0,2015
Prêmio Sociedade Brasileira de Microbiologia,Sociedade Brasileira de Microbiologia,AGR147,Projeto,0,0,0,0,0,0,0,2015
Prêmio Sociedade Brasileira de Microbiologia,Sociedade Brasileira de Microbiologia,SAU235,Projeto,0,0,0,0,0,0,0,2015
Prêmio Sociedade Brasileira de Microbiologia,Sociedade Brasileira de Microbiologia,SAU240,Projeto,0,0,0,0,0,0,0,2015
Student Awards for Geoscience Excellence,Association for Women Geoscientists,HUM098,Participantes,0,1,0,0,0,0,0,2015
Student Awards for Geoscience Excellence,Association for Women Geoscientists,AGR136,Participantes,1,1,0,0,0,0,0,2015
The 2015 Regional Ricoh Sustainable Development Award,RICOH  Corporation,AGR134,Projeto,0,0,0,0,0,0,0,2015
The 2015 Regional Ricoh Sustainable Development Award,RICOH  Corporation,AGR136,Projeto,0,0,0,0,0,0,0,2015
The 2015 Regional Ricoh Sustainable Development Award,RICOH  Corporation,ENG041,Projeto,0,0,0,0,0,0,0,2015
Prêmio ABRIC de excelência em iniciação científica,Associação Brasileira de Incentivo à Ciência - ABRIC,HUM097,Projeto,0,0,0,0,0,0,0,2015
Prêmio ABRIC de excelência em iniciação científica,Associação Brasileira de Incentivo à Ciência - ABRIC,BIO196,Projeto,0,0,0,0,0,0,0,2015
Prêmio ABRIC de excelência em iniciação científica,Associação Brasileira de Incentivo à Ciência - ABRIC,EXA257,Projeto,0,0,0,0,0,0,0,2015
Prêmio ABRIC de excelência em iniciação científica,Associação Brasileira de Incentivo à Ciência - ABRIC,SOC204,Projeto,0,0,0,0,0,0,0,2015
Prêmio ABRIC de excelência em iniciação científica,Associação Brasileira de Incentivo à Ciência - ABRIC,SAU219,Projeto,0,0,0,0,0,0,0,2015
Prêmio ABRIC de excelência em iniciação científica,Associação Brasileira de Incentivo à Ciência - ABRIC,ENG002,Projeto,0,0,0,0,0,0,0,2015
Prêmio ABRIC de excelência em iniciação científica,Associação Brasileira de Incentivo à Ciência - ABRIC,AGR127,Projeto,0,0,0,0,0,0,0,2015
Prêmio Destaque em Tecnologia ,Intel do Brasil,EXA280,Projeto,0,0,0,0,0,0,0,2015
Prêmio Sociedade Brasileira de Bioquímica e Biologia Molecular,Sociedade Brasileira de Bioquímica e Biologia Molecular - SBBq,BIO181,Projeto,0,0,0,0,0,0,0,2015
"Prêmio GEHER de História, Diversidade e Inovação",Grupo de Estudos História da Educação e Religião da Faculdade de Educação da USP,HUM095,Projeto,0,0,0,0,0,0,0,2015
Prêmio Professor Destaque,FEBRACE,AGR151,Participantes,0,0,0,1,0,0,0,2015
Prêmio Instituto 3M,Instituto 3M,ENG050,Projeto,0,0,0,0,0,0,0,2015
Prêmio Instituto 3M,Instituto 3M,ENG060,Projeto,0,0,0,0,0,0,0,2015
Prêmio Instituto 3M,Instituto 3M,BIO178,Projeto,0,0,0,0,0,0,0,2015
Prêmio Anna Frida Hoffman,PoliGen - Grupo de Estudos de Gênero da Poli-USP,ENG011,Projeto,0,0,0,0,0,0,0,2015
Prêmio Anna Frida Hoffman,PoliGen - Grupo de Estudos de Gênero da Poli-USP,ENG059,Projeto,0,0,0,0,0,0,0,2015
4o. Lugar na Votação Popular,FEBRACE,HUM099,Projeto,0,0,0,0,0,0,0,2015
3o. Lugar na Votação Popular,FEBRACE,EXA290,Projeto,0,0,0,0,0,0,0,2015
2o. Lugar na Votação Popular,FEBRACE,EXA256,Projeto,0,0,0,0,0,0,0,2015
1o. Lugar na Votação Popular,FEBRACE,AGR120,Projeto,0,0,0,0,0,0,0,2015
Prêmio de Incentivo ao Professor FETEC-MS,"Feira de Tecnologias, Engenharias e Ciências - FETEC",EXA276,Participantes,0,0,0,1,0,0,0,2015
Prêmio de Incentivo ao Professor FETEC-MS,"Feira de Tecnologias, Engenharias e Ciências - FETEC",BIO197,Participantes,0,0,0,1,0,0,0,2015
Prêmio Defesa Civil do Estado de São Paulo,Defesa Civil do Estado de São Paulo,SOC203,Projeto,0,0,0,0,0,0,0,2015
Prêmio Defesa Civil do Estado de São Paulo,Defesa Civil do Estado de São Paulo,HUM099,Projeto,0,0,0,0,0,0,0,2015
Prêmio Associação dos Engenheiros Politécnicos,Associação dos Engenheiros Politécnicos - AEP,ENG078,Projeto,0,0,0,0,0,0,0,2015
Prêmio Associação dos Engenheiros Politécnicos,Associação dos Engenheiros Politécnicos - AEP,ENG011,Projeto,0,0,0,0,0,0,0,2015
Prêmio Associação dos Engenheiros Politécnicos,Associação dos Engenheiros Politécnicos - AEP,ENG001,Projeto,0,0,0,0,0,0,0,2015
Prêmio Associação dos Engenheiros Politécnicos,Associação dos Engenheiros Politécnicos - AEP,ENG025,Projeto,0,0,0,0,0,0,0,2015
1o. Lugar em Ciências Agrárias,FEBRACE,AGR150,Projeto,0,0,0,0,0,0,0,2015
1o. Lugar em Ciências Biológicas,FEBRACE,BIO186,Projeto,0,0,0,0,0,0,0,2015
1o. Lugar em Ciências da Saúde,FEBRACE,SAU222,Projeto,0,0,0,0,0,0,0,2015
1o. Lugar em Ciências Biológicas,FEBRACE,BIO178,Projeto,0,0,0,0,0,0,0,2015
1o. Lugar em Ciências Exatas e da Terra,FEBRACE,EXA280,Projeto,0,0,0,0,0,0,0,2015
1o. Lugar em Ciências Exatas e da Terra,FEBRACE,EXA271,Projeto,0,0,0,0,0,0,0,2015
1o. Lugar em Ciências Humanas,FEBRACE,HUM097,Projeto,0,0,0,0,0,0,0,2015
1o. Lugar em Ciências Sociais Aplicadas,FEBRACE,SOC212,Projeto,0,0,0,0,0,0,0,2015
1o. Lugar em Engenharia,FEBRACE,ENG011,Projeto,0,0,0,0,0,0,0,2015
1o. Lugar em Engenharia,FEBRACE,ENG078,Projeto,0,0,0,0,0,0,0,2015
1o. Lugar em Engenharia,FEBRACE,ENG020,Projeto,0,0,0,0,0,0,0,2015
1o. Lugar em Engenharia,FEBRACE,ENG072,Projeto,0,0,0,0,0,0,0,2015
2o. Lugar em Ciências Agrárias,FEBRACE,AGR138,Projeto,0,0,0,0,0,0,0,2015
2o. Lugar em Ciências Biológicas,FEBRACE,BIO193,Projeto,0,0,0,0,0,0,0,2015
2o. Lugar em Ciências Biológicas,FEBRACE,BIO164,Projeto,0,0,0,0,0,0,0,2015
2o. Lugar em Ciências da Saúde,FEBRACE,SAU220,Projeto,0,0,0,0,0,0,0,2015
2o. Lugar em Ciências Exatas e da Terra,FEBRACE,EXA272,Projeto,0,0,0,0,0,0,0,2015
2o. Lugar em Ciências Exatas e da Terra,FEBRACE,EXA291,Projeto,0,0,0,0,0,0,0,2015
2o. Lugar em Ciências Humanas,FEBRACE,HUM087,Projeto,0,0,0,0,0,0,0,2015
2o. Lugar em Ciências Humanas,FEBRACE,HUM101,Projeto,0,0,0,0,0,0,0,2015
2o. Lugar em Ciências Sociais Aplicadas,FEBRACE,SOC216,Projeto,0,0,0,0,0,0,0,2015
2o. Lugar em Engenharia,FEBRACE,ENG066,Projeto,0,0,0,0,0,0,0,2015
2o. Lugar em Engenharia,FEBRACE,ENG025,Projeto,0,0,0,0,0,0,0,2015
2o. Lugar em Engenharia,FEBRACE,ENG024,Projeto,0,0,0,0,0,0,0,2015
2o. Lugar em Engenharia,FEBRACE,ENG034,Projeto,0,0,0,0,0,0,0,2015
3o. Lugar em Ciências Agrárias,FEBRACE,AGR151,Projeto,0,0,0,0,0,0,0,2015
3o. Lugar em Ciências Agrárias,FEBRACE,AGR134,Projeto,0,0,0,0,0,0,0,2015
3o. Lugar em Ciências Biológicas,FEBRACE,BIO197,Projeto,0,0,0,0,0,0,0,2015
3o. Lugar em Ciências Biológicas,FEBRACE,BIO156,Projeto,0,0,0,0,0,0,0,2015
3o. Lugar em Ciências da Saúde,FEBRACE,SAU246,Projeto,0,0,0,0,0,0,0,2015
3o. Lugar em Ciências Exatas e da Terra,FEBRACE,EXA266,Projeto,0,0,0,0,0,0,0,2015
3o. Lugar em Ciências Exatas e da Terra,FEBRACE,EXA290,Projeto,0,0,0,0,0,0,0,2015
3o. Lugar em Ciências Humanas,FEBRACE,HUM112,Projeto,0,0,0,0,0,0,0,2015
3o. Lugar em Ciências Humanas,FEBRACE,HUM099,Projeto,0,0,0,0,0,0,0,2015
3o. Lugar em Ciências Sociais Aplicadas,FEBRACE,SOC214,Projeto,0,0,0,0,0,0,0,2015
3o. Lugar em Engenharia,FEBRACE,ENG035,Projeto,0,0,0,0,0,0,0,2015
3o. Lugar em Engenharia,FEBRACE,ENG054,Projeto,0,0,0,0,0,0,0,2015
3o. Lugar em Engenharia,FEBRACE,ENG059,Projeto,0,0,0,0,0,0,0,2015
3o. Lugar em Engenharia,FEBRACE,ENG002,Projeto,0,0,0,0,0,0,0,2015
4o. Lugar em Ciências Agrárias,FEBRACE,AGR152,Projeto,0,0,0,0,0,0,0,2015
4o. Lugar em Ciências Agrárias,FEBRACE,AGR137,Projeto,0,0,0,0,0,0,0,2015
4o. Lugar em Ciências Biológicas,FEBRACE,BIO188,Projeto,0,0,0,0,0,0,0,2015
4o. Lugar em Ciências Biológicas,FEBRACE,BIO181,Projeto,0,0,0,0,0,0,0,2015
4o. Lugar em Ciências Biológicas,FEBRACE,BIO196,Projeto,0,0,0,0,0,0,0,2015
4o. Lugar em Ciências da Saúde,FEBRACE,SAU240,Projeto,0,0,0,0,0,0,0,2015
4o. Lugar em Ciências da Saúde,FEBRACE,SAU229,Projeto,0,0,0,0,0,0,0,2015
4o. Lugar em Ciências Exatas e da Terra,FEBRACE,EXA282,Projeto,0,0,0,0,0,0,0,2015
4o. Lugar em Ciências Exatas e da Terra,FEBRACE,EXA294,Projeto,0,0,0,0,0,0,0,2015
4o. Lugar em Ciências Exatas e da Terra,FEBRACE,EXA276,Projeto,0,0,0,0,0,0,0,2015
4o. Lugar em Ciências Humanas,FEBRACE,HUM090,Projeto,0,0,0,0,0,0,0,2015
4o. Lugar em Ciências Humanas,FEBRACE,HUM106,Projeto,0,0,0,0,0,0,0,2015
4o. Lugar em Ciências Sociais Aplicadas,FEBRACE,SOC208,Projeto,0,0,0,0,0,0,0,2015
4o. Lugar em Engenharia,FEBRACE,ENG032,Projeto,0,0,0,0,0,0,0,2015
4o. Lugar em Engenharia,FEBRACE,ENG009,Projeto,0,0,0,0,0,0,0,2015
4o. Lugar em Engenharia,FEBRACE,ENG050,Projeto,0,0,0,0,0,0,0,2015
4o. Lugar em Engenharia,FEBRACE,ENG069,Projeto,0,0,0,0,0,0,0,2015
Prêmio Mostra de Ciências e Tecnologia da Escola AÇAÍ,Mostra de Ciência e Tecnologia da Escola Açaí,EXA272,Projeto,0,0,0,0,0,0,0,2015
Prêmio Mostra de Ciências e Tecnologia da Escola AÇAÍ,Mostra de Ciência e Tecnologia da Escola Açaí,ENG035,Projeto,0,0,0,0,0,0,0,2015
Prêmio Mostra de Ciências e Tecnologia da Escola AÇAÍ,Mostra de Ciência e Tecnologia da Escola Açaí,ENG054,Projeto,0,0,0,0,0,0,0,2015
Prêmio MTEP – Mostra Técnica de Projetos da Escola Arte de Educar e CEB,MTEP – Mostra Técnica de Projetos da Escola Arte de Educar e CEB,BIO164,Projeto,0,0,0,0,0,0,0,2015
Prêmio MTEP – Mostra Técnica de Projetos da Escola Arte de Educar e CEB,MTEP – Mostra Técnica de Projetos da Escola Arte de Educar e CEB,BIO197,Projeto,0,0,0,0,0,0,0,2015
Prêmio MTEP – Mostra Técnica de Projetos da Escola Arte de Educar e CEB,MTEP – Mostra Técnica de Projetos da Escola Arte de Educar e CEB,EXA271,Projeto,0,0,0,0,0,0,0,2015
Prêmio Incentivo à Inovação Tecnológica MOSTRATEC,MOSTRATEC,EXA291,Projeto,0,0,0,0,0,0,0,2015
Prêmio Incentivo à Inovação Tecnológica MOSTRATEC,MOSTRATEC,ENG020,Projeto,0,0,0,0,0,0,0,2015
Prêmio Incentivo à Inovação Tecnológica MOSTRATEC,MOSTRATEC,ENG066,Projeto,0,0,0,0,0,0,0,2015
Prêmio Incentivo à Inovação Tecnológica MOSTRATEC,MOSTRATEC,ENG024,Projeto,0,0,0,0,0,0,0,2015
Prêmio IV Feira de Ciências do Semiárido Potiguar,Feira de Ciências do Semiárido Potiguar,AGR137,Projeto,0,0,0,0,0,0,0,2015
Prêmio IV Feira de Ciências do Semiárido Potiguar,Feira de Ciências do Semiárido Potiguar,ENG034,Projeto,0,0,0,0,0,0,0,2015
Prêmio FENECIT,FENECIT- Feira Nordestina de Ciência e Tecnologia,AGR134,Projeto,0,0,0,0,0,0,0,2015
Prêmio FENECIT,FENECIT- Feira Nordestina de Ciência e Tecnologia,SOC216,Projeto,0,0,0,0,0,0,0,2015
Prêmio FENECIT,FENECIT- Feira Nordestina de Ciência e Tecnologia,HUM087,Projeto,0,0,0,0,0,0,0,2015
Prêmio FENECIT,FENECIT- Feira Nordestina de Ciência e Tecnologia,ENG025,Projeto,0,0,0,0,0,0,0,2015
Prêmio Destaque FENECIT ,FENECIT- Feira Nordestina de Ciência e Tecnologia,EXA266,Projeto,0,0,0,0,0,0,0,2015
Prêmio I-Sweeep,International Sustainable World Project Olympiad,SOC212,Projeto,0,0,0,0,0,0,0,2015
Prêmio I-Sweeep,International Sustainable World Project Olympiad,ENG011,Projeto,0,0,0,0,0,0,0,2015
Prêmio Genius Olympiad,OSWEGO State University of New York,BIO178,Projeto,0,0,0,0,0,0,0,2015
Prêmio Genius Olympiad,OSWEGO State University of New York,BIO193,Projeto,0,0,0,0,0,0,0,2015
Intel ISEF,FEBRACE,EXA280,Projeto,0,0,0,0,0,0,0,2015
Intel ISEF,FEBRACE,BIO186,Projeto,0,0,0,0,0,0,0,2015
Intel ISEF,FEBRACE,SAU220,Projeto,0,0,0,0,0,0,0,2015
Intel ISEF,FEBRACE,AGR150,Projeto,0,0,0,0,0,0,0,2015
Intel ISEF,FEBRACE,ENG078,Projeto,0,0,0,0,0,0,0,2015
Intel ISEF,FEBRACE,ENG072,Projeto,0,0,0,0,0,0,0,2015
Intel ISEF,FEBRACE,AGR138,Projeto,0,0,0,0,0,0,0,2015
Intel ISEF,FEBRACE,HUM097,Projeto,0,0,0,0,0,0,0,2015
Intel ISEF,FEBRACE,SAU222,Projeto,0,0,0,0,0,0,0,2015
Prêmio Destaque Unidades da Federação ,FEBRACE,ENG041,Participantes,0,0,0,1,0,0,0,2015
Prêmio Destaque Unidades da Federação ,FEBRACE,ENG032,Participantes,0,0,0,1,0,0,0,2015
Prêmio Destaque Unidades da Federação ,FEBRACE,EXA292,Participantes,0,0,0,1,0,0,0,2015
Prêmio Destaque Unidades da Federação ,FEBRACE,BIO156,Participantes,0,0,0,1,0,0,0,2015
Prêmio Destaque Unidades da Federação ,FEBRACE,HUM097,Participantes,0,0,0,1,0,0,0,2015
Prêmio Destaque Unidades da Federação ,FEBRACE,BIO178,Participantes,0,0,0,1,0,0,0,2015
Prêmio Destaque Unidades da Federação ,FEBRACE,EXA258,Participantes,0,0,0,1,0,0,0,2015
Prêmio Destaque Unidades da Federação ,FEBRACE,HUM114,Participantes,0,0,0,1,0,0,0,2015
Prêmio Destaque Unidades da Federação ,FEBRACE,EXA296,Participantes,0,0,0,1,0,0,0,2015
Prêmio Destaque Unidades da Federação ,FEBRACE,SAU220,Participantes,0,0,0,1,0,0,0,2015
Prêmio Destaque Unidades da Federação ,FEBRACE,BIO196,Participantes,0,0,0,1,0,0,0,2015
Prêmio Destaque Unidades da Federação ,FEBRACE,ENG078,Participantes,0,0,0,1,0,0,0,2015
Prêmio Destaque Unidades da Federação ,FEBRACE,ENG024,Participantes,0,0,0,1,0,0,0,2015
Prêmio Destaque Unidades da Federação ,FEBRACE,ENG066,Participantes,0,0,0,1,0,0,0,2015
Prêmio Destaque Unidades da Federação ,FEBRACE,AGR146,Participantes,0,0,0,1,0,0,0,2015
Prêmio Destaque Unidades da Federação ,FEBRACE,SAU229,Participantes,0,0,0,1,0,0,0,2015
Prêmio Destaque Unidades da Federação ,FEBRACE,EXA285,Participantes,0,0,0,1,0,0,0,2015
Prêmio Destaque Unidades da Federação ,FEBRACE,BIO193,Participantes,0,0,0,1,0,0,0,2015
Prêmio Destaque Unidades da Federação ,FEBRACE,AGR138,Participantes,0,0,0,1,0,0,0,2015
Prêmio Destaque Unidades da Federação ,FEBRACE,SOC212,Participantes,0,0,0,1,0,0,0,2015
Prêmio Destaque Unidades da Federação ,FEBRACE,EXA284,Participantes,0,0,0,1,0,0,0,2015
Prêmio Destaque Unidades da Federação ,FEBRACE,BIO161,Participantes,0,0,0,1,0,0,0,2015
Prêmio Destaque Unidades da Federação ,FEBRACE,AGR150,Participantes,0,0,0,1,0,0,0,2015
Prêmio Destaque Unidades da Federação ,FEBRACE,AGR147,Participantes,0,0,0,1,0,0,0,2015
Prêmio Destaque Unidades da Federação ,FEBRACE,BIO186,Participantes,0,0,0,1,0,0,0,2015
Prêmio Destaque Unidades da Federação ,FEBRACE,ENG074,Participantes,0,0,0,1,0,0,0,2015
Society for Science & the Public Award for Community Innovation,Society for Science & the Public,SOC110,Projeto,0,0,0,0,0,0,0,2018
Prêmio Agencia USP de Inovação,Agência USP de Inovação,SAU229,Projeto,0,0,0,0,0,0,0,2018
Prêmio Destaque do Ano Ciências Moleculares - Interdisciplinaridade,Curso de Ciências Moleculares da Universidade de São Paulo,HUM127,Projeto,0,0,0,0,0,0,0,2018
Prêmio Destaque do Ano Ciências Moleculares - Mérito Acadêmico,Curso de Ciências Moleculares da Universidade de São Paulo,SAU236,Projeto,0,0,0,0,0,0,0,2018
Prêmio Anna Frida Hoffman,PoliGen - Grupo de Estudos de Gênero da Poli-USP,ENG032,Projeto,0,0,0,0,0,0,0,2018
Prêmio Anna Frida Hoffman,PoliGen - Grupo de Estudos de Gênero da Poli-USP,ENG057,Projeto,0,0,0,0,0,0,0,2018
Prêmio Marília Chaves Peixoto,PoliGen - Grupo de Estudos de Gênero da Poli-USP,EXA260,Projeto,0,0,0,0,0,0,0,2018
Prêmio Marília Chaves Peixoto,PoliGen - Grupo de Estudos de Gênero da Poli-USP,EXA286,Projeto,0,0,0,0,0,0,0,2018
Prêmio Museu Paulista da USP,Museu Paulista,ENG076,Projeto,0,0,0,0,0,0,0,2018
Prêmio Museu Paulista da USP,Museu Paulista,HUM146,Projeto,0,0,0,0,0,0,0,2018
Prêmio Museu Paulista da USP,Museu Paulista,ENG022,Projeto,0,0,0,0,0,0,0,2018
Prêmio Museu Paulista da USP,Museu Paulista,HUM140,Projeto,0,0,0,0,0,0,0,2018
Prêmio ABRITEC - Certificado de Incentivo a Pesquisa Tecnológica e Científica,ABRITEC - Associação Brasileira de Incentivo à Tecnologia e Ciência,ENG024,Projeto,0,0,0,0,0,0,0,2018
Prêmio ABRITEC - Certificado de Incentivo a Pesquisa Tecnológica e Científica,ABRITEC - Associação Brasileira de Incentivo à Tecnologia e Ciência,EXA255,Projeto,0,0,0,0,0,0,0,2018
Prêmio ABRITEC - Certificado de Incentivo a Pesquisa Tecnológica e Científica,ABRITEC - Associação Brasileira de Incentivo à Tecnologia e Ciência,SAU232,Projeto,0,0,0,0,0,0,0,2018
